,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
5459,H2618,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3500,2,1979,3,77514,0.0
4042,H2619,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,663,2,1960,   ,64256,1.0
3204,H2630,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,2414,2,1960,   ,44109,0.0
93,H2638,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1700,1,1980,   ,5177,0.0
94,H2639,2016,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1700,1,1980,   ,5177,0.0
95,H2640,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3688,1,1980,10,5177,1.0
96,H2641,2013,1.0,0,Not Painted,Fenced,no garden,rural area,900,1,1970,5,5177,0.0
1582,H265,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1920,2,1980,   ,14327,0.0
1892,H2650,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2100,2,1960,   ,26198,0.0
3312,H2656,2014,1.0,1,Not Painted,Not Fenced,Has garden,urban area,1130,2,1960,   ,51454,0.0
3313,H2657,2016,0.99726776,1,Not Painted,Not Fenced,Has garden,urban area,1130,2,1960,   ,51454,0.0
3024,H266,2013,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,1,0,   ,42094,0.0
2685,H2660,2012,0.308743169,0,Not Painted,Fenced,no garden,rural area,353,1,1850,5,35288,0.0
3450,H2661,2012,0.0,1,Not Painted,Not Fenced,Has garden,urban area,1270,2,0,   ,56181,0.0
2938,H2663,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1034,2,1960,   ,38544,1.0
5782,H2664,2016,0.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,0,   ,83119,0.0
4054,H267,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1445,2,1970,4,64422,0.0
2066,H2671,2014,1.0,0,Not Painted,Fenced,no garden,rural area,3000,2,1991,3,30133,1.0
4801,H2673,2012,1.0,0,Not Painted,Fenced,no garden,rural area,615,1,1968,3,74208,0.0
3658,H2676,2012,0.196721311,0,Not Painted,Not Fenced,Has garden,urban area,634,1,1960,   ,61001,0.0
5708,H2678,2014,0.926027397,0,Not Painted,Fenced,no garden,rural area,426,2,1850,3,83069,0.0
432,H2683,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,1400,4,1980,   ,6088,1.0
433,H2684,2015,1.0,1,Not Painted,Not Fenced,Has garden,urban area,1400,4,1980,   ,6088,0.0
1023,H2686,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,200,2,1960,   ,13202,1.0
1058,H2687,2014,0.087671233,0,Painted,Not Fenced,Has garden,urban area,2420,2,1960,   ,13203,0.0
1167,H269,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,570,2,1980,   ,13205,0.0
70,H2695,2012,1.0,0,Not Painted,Fenced,no garden,rural area,6510,1,1988,7,5061,1.0
3110,H2697,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,440,2,1960,   ,42218,0.0
3111,H2698,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3594,2,1980,   ,42218,1.0
1270,H270,2015,0.183561644,1,Not Painted,Not Fenced,Has garden,urban area,1445,2,1960,   ,13206,0.0
4373,H2700,2013,1.0,0,Not Painted,Fenced,no garden,rural area,695,2,1920,4,68138,0.0
6106,H2701,2016,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1000,1,0,   ,91016,0.0
2902,H2703,2012,1.0,0,Not Painted,Fenced,no garden,rural area,245,2,1991,3,38416,0.0
2903,H2704,2013,1.0,0,Not Painted,Fenced,no garden,rural area,245,2,1991,3,38416,1.0
2904,H2705,2015,1.0,0,Not Painted,Fenced,no garden,rural area,245,2,1991,3,38416,0.0
2956,H2708,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3752,2,1960,   ,38563,0.0
2957,H2709,2013,0.216438356,0,Not Painted,Not Fenced,Has garden,urban area,3752,2,1960,   ,38563,0.0
969,H271,2012,1.0,0,Not Painted,Fenced,no garden,rural area,800,2,1940,6,13201,0.0
5289,H2710,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,550,2,1960,   ,76217,0.0
5290,H2711,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,550,2,1960,   ,76217,0.0
2523,H2712,2014,1.0,0,Not Painted,Fenced,no garden,rural area,550,2,1950,3,34172,0.0
2195,H2714,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1075,2,0,   ,31555,0.0
2878,H2715,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1200,2,1988,   ,38314,1.0
6348,H2716,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,252,3,0,   ,92023,0.0
6554,H2717,2016,1.0,0,Not Painted,Fenced,no garden,rural area,500,3,1920,3,92075,0.0
3544,H2718,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1860,2,1980,   ,59043,0.0
970,H272,2016,1.0,0,Not Painted,Fenced,no garden,rural area,800,2,1940,6,13201,0.0
3545,H2721,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1860,2,1980,   ,59043,0.0
3866,H2722,2013,1.0,0,Not Painted,Fenced,no garden,rural area,600,2,1960,4,63113,0.0
1877,H2723,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,590,2,1960,   ,26058,0.0
2981,H2727,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3700,2,1988,   ,38931,1.0
5594,H2728,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,400,2,0,   ,82112,0.0
1554,H273,2013,0.457534247,0,Not Painted,Fenced,no garden,rural area,2100,2,1965,5,14118,0.0
1168,H2732,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,400,2,1960,   ,13205,0.0
1271,H2733,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,420,2,0,   ,13206,1.0
4179,H2736,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,407,2,1960,   ,66008,0.0
1461,H2738,2013,1.0,0,Not Painted,Fenced,no garden,rural area,522,2,1964,2,13211,0.0
1462,H2739,2015,1.0,0,Not Painted,Fenced,no garden,rural area,522,2,1964,2,13211,0.0
1555,H274,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1782,2,1980,   ,14118,0.0
2859,H2742,2014,1.0,0,Not Painted,Fenced,no garden,rural area,460,2,1969,1,38229,0.0
2860,H2743,2016,1.0,0,Not Painted,Fenced,no garden,rural area,460,2,1969,1,38229,0.0
2861,H2744,2015,1.0,0,Not Painted,Fenced,no garden,rural area,460,2,1969,1,38229,0.0
2862,H2745,2014,1.0,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,0.0
2863,H2746,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,1.0
2864,H2747,2013,1.0,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,1.0
2865,H2748,2012,1.0,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,0.0
2866,H2749,2012,1.0,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,0.0
2867,H2750,2016,1.0,0,Not Painted,Fenced,no garden,rural area,4142,2,1969,10,38229,0.0
1787,H2751,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2775,2,1980,   ,21231,0.0
1990,H2752,2013,0.720547945,0,Not Painted,Not Fenced,Has garden,urban area,400,2,1980,   ,29124,0.0
5361,H2753,2012,1.0,0,Not Painted,Fenced,no garden,rural area,900,2,1900,4,77075,0.0
2905,H2755,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2200,2,1980,   ,38416,0.0
2906,H2756,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2200,2,1980,   ,38416,1.0
2067,H2759,2016,0.967213115,0,Not Painted,Fenced,no garden,rural area,400,2,1900,3,30133,0.0
3867,H276,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3100,1,1960,4,63113,0.0
1556,H2760,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,8820,2,1980,   ,14118,1.0
2090,H2762,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,480,2,1948,2,30189,0.0
4336,H2765,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,800,3,0,   ,67482,0.0
3999,H2766,2014,0.567123288,0,Not Painted,Not Fenced,Has garden,urban area,676,2,1960,   ,64122,0.0
3768,H2769,2014,1.0,0,Not Painted,Fenced,no garden,rural area,990,2,1960,5,62826,0.0
3868,H277,2013,0.747945205,0,Not Painted,Fenced,no garden,rural area,3100,1,1960,4,63113,0.0
5385,H2772,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,1960,   ,77186,1.0
2524,H2773,2012,1.0,0,Not Painted,Fenced,no garden,rural area,140,2,1930,2,34172,0.0
2525,H2774,2013,1.0,0,Not Painted,Fenced,no garden,rural area,140,2,1930,2,34172,0.0
842,H2775,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,210,1,1960,   ,13042,0.0
434,H2777,2013,1.0,0,Not Painted,Fenced,no garden,rural area,5266,4,1970,5,6088,0.0
2750,H2779,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1100,2,1988,   ,38075,0.0
3869,H278,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,3100,1,1960,4,63113,0.0
2617,H2781,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4663,1,0,   ,35024,1.0
2618,H2782,2013,0.567123288,0,Not Painted,Not Fenced,Has garden,urban area,4663,1,0,   ,35024,0.0
3041,H2783,2014,1.0,0,Not Painted,Fenced,no garden,rural area,580,1,1890,4,42186,0.0
6679,H2785,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,400,3,0,   ,93070,0.0
435,H2786,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1874,4,1955,5,6088,0.0
3440,H2788,2012,0.0,1,Not Painted,Not Fenced,Has garden,urban area,481,2,0,   ,56121,0.0
971,H279,2012,1.0,0,Not Painted,Fenced,no garden,rural area,900,2,1960,5,13201,0.0
1978,H2791,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,490,2,1960,   ,29019,0.0
4408,H2792,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2192,2,1988,3,68271,1.0
4409,H2793,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2192,2,1988,3,68271,0.0
4410,H2794,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1092,2,1988,   ,68271,0.0
4417,H2795,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4918,2,1980,   ,68278,1.0
4418,H2797,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5326,2,1980,   ,68278,0.0
4419,H2798,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4119,2,1988,   ,68278,1.0
4420,H2799,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,7100,2,1980,   ,68278,1.0
4462,H28,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,501,2,1960,   ,69091,0.0
972,H280,2014,1.0,0,Not Painted,Fenced,no garden,rural area,900,2,1960,5,13201,1.0
4421,H2800,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4429,2,1980,   ,68278,1.0
4422,H2801,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2030,2,1980,   ,68278,0.0
4423,H2802,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2461,2,1980,   ,68278,1.0
4424,H2804,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,244,2,1980,   ,68278,0.0
4425,H2806,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5205,2,1980,   ,68278,1.0
4426,H2807,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4590,2,1980,   ,68278,0.0
4427,H2809,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3346,2,1980,   ,68278,0.0
5408,H281,2014,1.0,0,Not Painted,Fenced,no garden,rural area,6204,2,1950,5,77288,1.0
4389,H2811,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,7073,2,1980,   ,68224,1.0
6215,H2812,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,4500,1,1960,   ,91687,0.0
5709,H2815,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1300,2,1960,   ,83069,0.0
3390,H2817,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1425,3,1950,5,54395,0.0
2029,H2818,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,600,2,1980,   ,29259,0.0
1557,H282,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,816,2,1980,   ,14118,0.0
3700,H2820,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1100,2,1960,4,62160,1.0
1272,H2821,2013,0.832876712,0,Not Painted,Not Fenced,Has garden,urban area,240,2,1960,   ,13206,0.0
1483,H2823,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2600,2,1960,   ,13213,1.0
436,H2825,2013,0.0,1,Not Painted,Not Fenced,Has garden,urban area,4288,4,0,   ,6088,1.0
1604,H283,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1239,2,1980,   ,14488,0.0
1558,H284,2013,0.728767123,0,Not Painted,Not Fenced,Has garden,urban area,1995,2,1960,   ,14118,0.0
5293,H2843,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,950,2,0,   ,76235,1.0
4293,H2844,2013,0.084931507,0,Not Painted,Fenced,no garden,rural area,1520,2,1995,5,67268,0.0
1559,H285,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1795,2,1980,   ,14118,0.0
1898,H2850,2016,0.0,0,Not Painted,Not Fenced,Has garden,urban area,2310,2,0,   ,26347,0.0
437,H2858,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,1125,4,1980,   ,6088,0.0
438,H2859,2014,0.021917808,1,Not Painted,Not Fenced,Has garden,urban area,1125,4,1980,   ,6088,0.0
1605,H286,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1450,2,1980,   ,14488,0.0
439,H2861,2015,0.997260274,1,Not Painted,Fenced,no garden,rural area,820,4,1920,4,6088,0.0
3112,H2862,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,765,2,1960,   ,42218,0.0
3113,H2863,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,765,2,1960,   ,42218,0.0
2627,H2867,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,658,1,1960,   ,35093,0.0
5409,H2876,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1700,2,1988,   ,77288,0.0
5420,H2877,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2100,2,1970,3,77333,0.0
2870,H2879,2014,0.0,0,Not Painted,Not Fenced,Has garden,urban area,10,2,0,   ,38239,0.0
1583,H288,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1660,2,1980,   ,14327,0.0
614,H2882,2013,1.0,0,Not Painted,Fenced,no garden,rural area,3800,2,1960,3,9122,1.0
1560,H289,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,2200,2,1980,   ,14118,1.0
3870,H2891,2013,1.0,0,Not Painted,Fenced,no garden,rural area,596,2,1990,4,63113,0.0
5634,H2893,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,975,2,1988,   ,83034,0.0
5710,H2895,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1648,2,1980,   ,83069,1.0
554,H2898,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1600,4,1960,3,6153,0.0
1024,H290,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,300,2,1960,   ,13202,0.0
3114,H2902,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1240,2,1920,5,42218,0.0
4786,H2905,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,575,1,1962,3,74173,0.0
2686,H291,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1800,1,1960,   ,35288,0.0
1530,H2911,2014,1.0,1,Not Painted,Not Fenced,Has garden,urban area,980,2,1980,   ,14079,0.0
1912,H2912,2014,0.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,0,   ,26362,0.0
5948,H2913,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3085,1,1980,   ,84129,0.0
5949,H2914,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1900,1,1980,   ,84129,0.0
4567,H2915,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,450,1,1988,   ,73008,0.0
2091,H2916,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,500,2,0,   ,30189,0.0
5783,H2919,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2100,2,1980,   ,83119,0.0
5784,H2920,2016,0.521857923,0,Not Painted,Not Fenced,Has garden,urban area,2100,2,1980,   ,83119,1.0
2526,H2926,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,1980,   ,34172,0.0
2527,H2927,2013,0.860273973,0,Not Painted,Not Fenced,Has garden,urban area,950,2,1960,   ,34172,0.0
2196,H2928,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,320,2,1980,   ,31555,0.0
2197,H2929,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,320,2,1980,   ,31555,0.0
1788,H293,2014,0.167123288,0,Not Painted,Not Fenced,Has garden,urban area,5000,2,1980,   ,21231,0.0
1169,H2935,2013,0.0,0,Not Painted,Not Fenced,Has garden,urban area,1400,2,0,   ,13205,0.0
3441,H2937,2013,0.0,1,Not Painted,Not Fenced,Has garden,urban area,565,2,0,   ,56121,0.0
2528,H2939,2013,0.832876712,0,Not Painted,Not Fenced,Has garden,urban area,3600,2,1980,   ,34172,0.0
3296,H294,2012,0.0,1,Not Painted,Not Fenced,Has garden,urban area,0,2,0,   ,51108,0.0
791,H2943,2013,0.0,0,Not Painted,Not Fenced,Has garden,urban area,9999,1,0,   ,13004,1.0
792,H2944,2014,0.0,0,Not Painted,Not Fenced,Has garden,urban area,9999,1,0,   ,13004,1.0
5868,H2945,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5800,3,0,   ,83137,1.0
4493,H2946,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2400,2,1989,5,69259,0.0
973,H295,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,888,2,1960,   ,13201,0.0
3154,H2950,2014,1.0,0,Not Painted,Fenced,no garden,rural area,5200,1,1960,3,43089,0.0
3163,H2951,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1970,1,1980,   ,43157,1.0
1835,H2954,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,11037,1,1980,   ,22054,1.0
3391,H2959,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1030,3,1960,   ,54395,0.0
3392,H2960,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,770,3,1960,   ,54395,0.0
3393,H2961,2016,1.0,0,Not Painted,Fenced,no garden,rural area,696,3,1930,5,54395,0.0
440,H2963,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,1248,4,1950,5,6088,1.0
6073,H2971,2014,0.989041096,0,Not Painted,Fenced,no garden,rural area,2233,1,1967,5,88516,0.0
4303,H2974,2015,1.0,0,Not Painted,Fenced,no garden,rural area,710,2,1900,4,67447,0.0
1273,H2983,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1830,2,1960,   ,13206,0.0
220,H2984,2013,0.024657534,0,Not Painted,Not Fenced,Has garden,urban area,400,4,1960,   ,6069,0.0
843,H2985,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,100,1,1960,   ,13042,0.0
3115,H2990,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,980,2,1915,5,42218,0.0
1059,H2993,2015,0.0,0,Not Painted,Not Fenced,Has garden,urban area,460,2,0,   ,13203,0.0
1170,H2994,2015,1.0,0,Not Painted,Fenced,no garden,rural area,350,2,1900,4,13205,0.0
3871,H2995,2013,0.747945205,0,Not Painted,Fenced,no garden,rural area,1100,2,1960,5,63113,0.0
4659,H2998,2012,1.0,1,Not Painted,Fenced,no garden,rural area,4895,1,1980,7,74010,1.0
2335,H2999,2012,0.0,0,Not Painted,Not Fenced,Has garden,urban area,188,3,0,   ,33063,0.0
1171,H3,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,360,2,1960,   ,13205,0.0
4512,H30,2014,1.0,0,Not Painted,Fenced,no garden,rural area,960,2,1979,2,69278,0.0
2336,H3000,2015,0.0,0,Not Painted,Not Fenced,Has garden,urban area,188,3,0,   ,33063,0.0
441,H3003,2012,0.0,1,Not Painted,Not Fenced,Has garden,urban area,685,4,0,   ,6088,1.0
442,H3004,2015,0.0,1,Not Painted,Not Fenced,Has garden,urban area,685,4,0,   ,6088,0.0
443,H3006,2015,1.0,1,Not Painted,Fenced,no garden,rural area,3732,4,1930,8,6088,1.0
7146,H3008,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,1,1993,   ,,0.0
1274,H3009,2015,0.0,0,Not Painted,Not Fenced,Has garden,urban area,390,2,0,   ,13206,0.0
5369,H301,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,460,2,1980,   ,77131,0.0
1337,H3010,2013,0.0,0,Not Painted,Not Fenced,Has garden,urban area,450,2,0,   ,13207,1.0
1338,H3011,2015,0.0,0,Not Painted,Not Fenced,Has garden,urban area,450,2,0,   ,13207,0.0
1383,H3012,2015,0.0,0,Not Painted,Not Fenced,Has garden,urban area,870,2,0,   ,13208,0.0
3015,H3019,2015,1.0,1,Not Painted,Not Fenced,Has garden,urban area,600,1,1960,   ,41018,0.0
5410,H302,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1425,2,1980,   ,77288,0.0
5346,H3027,2014,0.668493151,0,Not Painted,Not Fenced,Has garden,urban area,825,2,1980,   ,76552,0.0
4450,H3029,2014,0.0,0,Not Painted,Not Fenced,Has garden,urban area,550,2,0,   ,69069,1.0
3819,H303,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1356,1,1980,   ,63075,0.0
3065,H3031,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,450,1,1960,   ,42207,0.0
3137,H3032,2016,1.0,0,Not Painted,Fenced,no garden,rural area,800,1,1900,4,42279,0.0
2594,H3033,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1200,2,1970,2,34324,0.0
2529,H3034,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,520,2,1960,   ,34172,0.0
2530,H3035,2015,1.0,0,Not Painted,Fenced,no garden,rural area,400,2,1900,3,34172,0.0
2531,H3036,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,500,2,1960,   ,34172,0.0
106,H3038,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,900,4,0,   ,6004,0.0
3820,H304,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1356,1,1980,   ,63075,0.0
3872,H3046,2015,1.0,0,Not Painted,Fenced,no garden,rural area,900,2,1930,5,63113,0.0
5375,H305,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3450,2,1980,   ,77152,0.0
2834,H3052,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,2675,3,1960,   ,38185,0.0
2982,H3053,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2500,2,1980,   ,38931,0.0
4337,H3056,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,810,3,1980,   ,67482,0.0
4338,H3057,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,810,3,1980,   ,67482,0.0
6966,H306,2013,1.0,0,Not Painted,Fenced,no garden,rural area,750,2,1900,4,95488,0.0
2595,H3061,2014,0.0,0,Not Painted,Not Fenced,Has garden,urban area,350,2,0,   ,34324,0.0
936,H3066,2014,0.336986301,0,Not Painted,Fenced,no garden,rural area,400,1,1980,3,13117,0.0
2907,H3069,2012,1.0,0,Not Painted,Fenced,no garden,rural area,3500,2,1970,3,38416,1.0
6967,H307,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,750,2,1900,4,95488,0.0
2532,H3074,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,200,2,1960,   ,34172,0.0
4079,H3076,2013,1.0,0,Not Painted,Fenced,no garden,rural area,311,3,1920,4,64445,0.0
1865,H3078,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,528,2,1980,   ,25367,0.0
2001,H3079,2016,1.0,1,Not Painted,Fenced,no garden,rural area,2540,2,1989,3,29232,0.0
4440,H3080,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1810,2,0,   ,68908,0.0
4363,H3081,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1900,2,1988,   ,68056,1.0
280,H3085,2012,1.0,0,Not Painted,Fenced,no garden,rural area,500,4,1930,4,6083,0.0
1513,H3088,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,530,2,1960,   ,13215,0.0
5785,H3089,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,850,2,1960,   ,83119,0.0
3708,H309,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,445,2,1960,   ,62193,0.0
747,H3092,2012,1.0,0,Not Painted,Fenced,no garden,rural area,124,2,1850,4,13001,0.0
444,H3093,2013,1.0,1,Not Painted,Fenced,no garden,rural area,1425,4,1960,6,6088,1.0
445,H3094,2016,1.0,1,Not Painted,Fenced,no garden,rural area,1425,4,1960,6,6088,0.0
3769,H3096,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3275,2,1980,   ,62826,1.0
3709,H310,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,445,2,1960,   ,62193,0.0
